club_short,player_type,name,notes_young,notes_unavail,notes_notam,notes_can
MTL,DESIGNATED PLAYERS,Victor Wanyama,FALSE,FALSE,FALSE,FALSE
MTL,U22 INITIATIVE PLAYERS,George Campbell,FALSE,FALSE,FALSE,FALSE
MTL,U22 INITIATIVE PLAYERS,Sunusi Ibrahim,FALSE,FALSE,FALSE,FALSE
MTL,U22 INITIATIVE PLAYERS,Joaquín Sosa,FALSE,FALSE,FALSE,FALSE
MTL,UNAVAILABLE PLAYERS,Chinonso Offor,FALSE,FALSE,FALSE,FALSE
MTL,UNAVAILABLE PLAYERS,Róbert Thorkelsson,FALSE,FALSE,FALSE,FALSE
MTL,UNAVAILABLE PLAYERS,Matteo Schiavoni,FALSE,FALSE,FALSE,FALSE
NSH,INTERNATIONAL SLOT,Forster Ajago,FALSE,TRUE,FALSE,FALSE
NSH,INTERNATIONAL SLOT,Lukas MacNaughton,FALSE,FALSE,FALSE,FALSE
NSH,INTERNATIONAL SLOT,Woobens Pacius,FALSE,TRUE,FALSE,FALSE
NSH,INTERNATIONAL SLOT,Jacob Shaffelburg,FALSE,FALSE,FALSE,FALSE
NSH,INTERNATIONAL SLOT,Sam Surridge,FALSE,FALSE,FALSE,FALSE
NSH,DESIGNATED PLAYERS,Hany Mukhtar,FALSE,FALSE,TRUE,FALSE
NSH,DESIGNATED PLAYERS,Sam Surridge,FALSE,FALSE,TRUE,FALSE
NSH,DESIGNATED PLAYERS,Walker Zimmerman,FALSE,FALSE,TRUE,FALSE
NSH,U22 INITIATIVE PLAYERS,Dru Yearwood,FALSE,FALSE,FALSE,FALSE
NSH,UNAVAILABLE PLAYERS,Forster Ajago,FALSE,FALSE,FALSE,FALSE
NSH,UNAVAILABLE PLAYERS,Woobens Pacius,FALSE,FALSE,FALSE,FALSE
NY,INTERNATIONAL SLOT,Ronald Donkor,FALSE,FALSE,FALSE,FALSE
NY,INTERNATIONAL SLOT,Noah Eile,FALSE,FALSE,FALSE,FALSE
NY,INTERNATIONAL SLOT,Emil Forsberg,FALSE,FALSE,FALSE,FALSE
NY,INTERNATIONAL SLOT,Juan José Mina,FALSE,FALSE,FALSE,FALSE
NY,INTERNATIONAL SLOT,Dante Vanzeir,FALSE,FALSE,FALSE,FALSE
NY,DESIGNATED PLAYERS,Emil Forsberg,FALSE,FALSE,TRUE,FALSE
NY,DESIGNATED PLAYERS,Dante Vanzeir,FALSE,FALSE,TRUE,FALSE
NY,U22 INITIATIVE PLAYERS,Noah Eile,FALSE,FALSE,FALSE,FALSE
NYC,INTERNATIONAL SLOT,Mounsef Bakrar,FALSE,FALSE,FALSE,FALSE
NYC,INTERNATIONAL SLOT,Julián Fernández,FALSE,FALSE,FALSE,FALSE
NYC,INTERNATIONAL SLOT,Jovan Mijatović,FALSE,FALSE,FALSE,FALSE
NYC,INTERNATIONAL SLOT,Birk Risa,FALSE,FALSE,FALSE,FALSE
NYC,INTERNATIONAL SLOT,Strahinja Tanasijević,FALSE,FALSE,FALSE,FALSE
NYC,INTERNATIONAL SLOT,Hannes Wolf,FALSE,FALSE,FALSE,FALSE
NYC,DESIGNATED PLAYERS,Talles Magno ,TRUE,FALSE,TRUE,FALSE
NYC,DESIGNATED PLAYERS,Thiago Martins,FALSE,FALSE,TRUE,FALSE
NYC,DESIGNATED PLAYERS,Santiago Rodríguez,FALSE,FALSE,TRUE,FALSE
NYC,U22 INITIATIVE PLAYERS,Nicolás Acevedo,FALSE,TRUE,FALSE,FALSE
NYC,U22 INITIATIVE PLAYERS,Julián Fernández,FALSE,FALSE,FALSE,FALSE
NYC,U22 INITIATIVE PLAYERS,Jovan Mijatović,FALSE,FALSE,FALSE,FALSE
NYC,U22 INITIATIVE PLAYERS,Agustín Ojeda,FALSE,FALSE,FALSE,FALSE
NYC,UNAVAILABLE PLAYERS,Nicolás Acevedo,FALSE,FALSE,FALSE,FALSE
NYC,UNAVAILABLE PLAYERS,Thiago Andrade,FALSE,FALSE,FALSE,FALSE
ORL,INTERNATIONAL SLOT,Iván Angulo,FALSE,FALSE,FALSE,FALSE
ORL,INTERNATIONAL SLOT,David Brekalo,FALSE,FALSE,FALSE,FALSE
ORL,INTERNATIONAL SLOT,Wilder Cartagena,FALSE,FALSE,FALSE,FALSE
ORL,INTERNATIONAL SLOT,Ramiro Enrique,FALSE,FALSE,FALSE,FALSE
ORL,INTERNATIONAL SLOT,Pedro Gallese,FALSE,FALSE,FALSE,FALSE
ORL,INTERNATIONAL SLOT,Shakur Mohammed,FALSE,FALSE,FALSE,FALSE
ORL,INTERNATIONAL SLOT,Luis Muriel,FALSE,FALSE,FALSE,FALSE
ORL,DESIGNATED PLAYERS,Luis Muriel,FALSE,FALSE,TRUE,FALSE
ORL,DESIGNATED PLAYERS,Martín Ojeda,FALSE,FALSE,TRUE,FALSE
ORL,DESIGNATED PLAYERS,Facundo Torres,FALSE,FALSE,TRUE,FALSE
ORL,U22 INITIATIVE PLAYERS,Gastón González,FALSE,TRUE,FALSE,FALSE
ORL,U22 INITIATIVE PLAYERS,Ramiro Enrique,FALSE,FALSE,FALSE,FALSE
ORL,UNAVAILABLE PLAYERS,Gastón González,FALSE,FALSE,FALSE,FALSE
ORL,UNAVAILABLE PLAYERS,Luca Petrasso,FALSE,FALSE,FALSE,FALSE
PHI,INTERNATIONAL SLOT,Tai Baribo,FALSE,FALSE,FALSE,FALSE
PHI,INTERNATIONAL SLOT,Jesús Bueno,FALSE,FALSE,FALSE,FALSE
PHI,INTERNATIONAL SLOT,Olwethu Makhanya,FALSE,FALSE,FALSE,FALSE
PHI,INTERNATIONAL SLOT,Sanders Ngabo,FALSE,FALSE,FALSE,FALSE
PHI,INTERNATIONAL SLOT,Richard Odada,FALSE,TRUE,FALSE,FALSE
PHI,INTERNATIONAL SLOT,Oliver Semmle,FALSE,FALSE,FALSE,FALSE
PHI,INTERNATIONAL SLOT,Joaquin Torres,FALSE,TRUE,FALSE,FALSE
PHI,DESIGNATED PLAYERS,Julián Carranza,FALSE,FALSE,FALSE,FALSE
PHI,DESIGNATED PLAYERS,Dániel Gazdag,FALSE,FALSE,FALSE,FALSE
PHI,DESIGNATED PLAYERS,Mikael Uhre,FALSE,FALSE,TRUE,FALSE
PHI,U22 INITIATIVE PLAYERS,Olwethu Makhanya,FALSE,FALSE,FALSE,FALSE
PHI,UNAVAILABLE PLAYERS,Brandan Craig,FALSE,FALSE,FALSE,FALSE
PHI,UNAVAILABLE PLAYERS,Richard Odada,FALSE,FALSE,FALSE,FALSE
PHI,UNAVAILABLE PLAYERS,Nicholas Pariano,FALSE,FALSE,FALSE,FALSE
PHI,UNAVAILABLE PLAYERS,Nelson Pierre,FALSE,FALSE,FALSE,FALSE
PHI,UNAVAILABLE PLAYERS,Matt Real,FALSE,FALSE,FALSE,FALSE
PHI,UNAVAILABLE PLAYERS,Joaquin Torres,FALSE,FALSE,FALSE,FALSE
POR,INTERNATIONAL SLOT,Antony,FALSE,FALSE,FALSE,FALSE
POR,INTERNATIONAL SLOT,Miguel Araujo,FALSE,FALSE,FALSE,FALSE
POR,INTERNATIONAL SLOT,Maxime Crépeau,FALSE,FALSE,FALSE,FALSE
POR,INTERNATIONAL SLOT,Evander,FALSE,FALSE,FALSE,FALSE
POR,INTERNATIONAL SLOT,Nathan Fogaça,FALSE,FALSE,FALSE,FALSE
POR,INTERNATIONAL SLOT,Jonathan Rodríguez,FALSE,FALSE,FALSE,FALSE
POR,DESIGNATED PLAYERS,Evander,FALSE,FALSE,TRUE,FALSE
POR,DESIGNATED PLAYERS,Felipe Mora,FALSE,FALSE,FALSE,FALSE
POR,DESIGNATED PLAYERS,Jonathan Rodríguez,FALSE,FALSE,TRUE,FALSE
POR,U22 INITIATIVE PLAYERS,Antony,FALSE,FALSE,FALSE,FALSE
POR,U22 INITIATIVE PLAYERS,Maximiliano David Ayala,FALSE,FALSE,FALSE,FALSE
POR,U22 INITIATIVE PLAYERS,Santiago Moreno,FALSE,FALSE,FALSE,FALSE
POR,UNAVAILABLE PLAYERS,Hunter Sulte,FALSE,FALSE,FALSE,FALSE
POR,UNAVAILABLE PLAYERS,Tega Ikoba,FALSE,FALSE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Matthew Bell,FALSE,TRUE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Matt Crooks,FALSE,FALSE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Andrés Gómez,FALSE,FALSE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Bertin Jacquesson,FALSE,TRUE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Anderson Julio,FALSE,FALSE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Kevon Lambert,FALSE,TRUE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Braian Ojeda,FALSE,FALSE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Bryan Oviedo,FALSE,FALSE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Nelson Palacio,FALSE,FALSE,FALSE,FALSE
RSL,INTERNATIONAL SLOT,Brayan Vera,FALSE,FALSE,FALSE,FALSE
RSL,DESIGNATED PLAYERS,Cristian Arango,FALSE,FALSE,TRUE,FALSE
RSL,DESIGNATED PLAYERS,Matt Crooks,FALSE,FALSE,FALSE,FALSE
RSL,DESIGNATED PLAYERS,Andrés Gómez ,TRUE,FALSE,FALSE,FALSE
RSL,U22 INITIATIVE PLAYERS,Diego Luna,FALSE,FALSE,FALSE,FALSE
RSL,U22 INITIATIVE PLAYERS,Braian Ojeda,FALSE,FALSE,FALSE,FALSE
RSL,U22 INITIATIVE PLAYERS,Nelson Palacio,FALSE,FALSE,FALSE,FALSE
RSL,UNAVAILABLE PLAYERS,Matthew Bell,FALSE,FALSE,FALSE,FALSE
RSL,UNAVAILABLE PLAYERS,Kevin Bonilla,FALSE,FALSE,FALSE,FALSE
RSL,UNAVAILABLE PLAYERS,Bertin Jacquesson,FALSE,FALSE,FALSE,FALSE
RSL,UNAVAILABLE PLAYERS,Kevon Lambert,FALSE,FALSE,FALSE,FALSE
RSL,UNAVAILABLE PLAYERS,Delentz Pierre,FALSE,FALSE,FALSE,FALSE
RSL,UNAVAILABLE PLAYERS,Rubio Rubín,FALSE,FALSE,FALSE,FALSE
SEA,INTERNATIONAL SLOT,Pedro de la Vega,FALSE,FALSE,FALSE,FALSE
SEA,INTERNATIONAL SLOT,Braudilio Rodrigues,FALSE,FALSE,FALSE,FALSE
SEA,DESIGNATED PLAYERS,Pedro de la Vega ,TRUE,FALSE,TRUE,FALSE
SEA,DESIGNATED PLAYERS,Raúl Ruidíaz,FALSE,FALSE,TRUE,FALSE
SEA,DESIGNATED PLAYERS,Albert Rusnák,FALSE,FALSE,TRUE,FALSE
SEA,U22 INITIATIVE PLAYERS,Josh Atencio,FALSE,FALSE,FALSE,FALSE
SEA,U22 INITIATIVE PLAYERS,Léo Chú,FALSE,FALSE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Carlos Akapo,FALSE,FALSE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Mikołaj Biegański,FALSE,TRUE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Vitor Costa,FALSE,FALSE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Daniel,FALSE,FALSE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Hernán López,FALSE,TRUE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Amahl Pellegrino,FALSE,FALSE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Rodrigues,FALSE,FALSE,FALSE,FALSE
SJ,INTERNATIONAL SLOT,Bruno Wilson,FALSE,FALSE,FALSE,FALSE
SJ,DESIGNATED PLAYERS,Cristian Espinoza,FALSE,FALSE,TRUE,FALSE
SJ,DESIGNATED PLAYERS,Carlos Gruezo,FALSE,FALSE,TRUE,FALSE
SJ,DESIGNATED PLAYERS,Hernán López,FALSE,FALSE,TRUE,FALSE
SJ,UNAVAILABLE PLAYERS,Mikołaj Biegański,FALSE,FALSE,FALSE,FALSE
SJ,UNAVAILABLE PLAYERS,Hernán López,FALSE,FALSE,FALSE,FALSE
SJ,SEASON-ENDING INJURY LIST,JT Marcinkowski,FALSE,FALSE,FALSE,FALSE
SKC,INTERNATIONAL SLOT,Willy Agada,FALSE,FALSE,FALSE,FALSE
SKC,INTERNATIONAL SLOT,Zorhan Bassong,FALSE,FALSE,FALSE,FALSE
SKC,INTERNATIONAL SLOT,Tim Leibold,FALSE,FALSE,FALSE,FALSE
SKC,INTERNATIONAL SLOT,Alenis Vargas,FALSE,FALSE,FALSE,FALSE
SKC,DESIGNATED PLAYERS,Alan Pulido,FALSE,FALSE,FALSE,FALSE
SKC,DESIGNATED PLAYERS,Nemanja Radoja,FALSE,FALSE,FALSE,FALSE
SKC,DESIGNATED PLAYERS,Dániel Sallói,FALSE,FALSE,FALSE,FALSE
SKC,U22 INITIATIVE PLAYERS,Logan Ndenbe,FALSE,FALSE,FALSE,FALSE
SKC,U22 INITIATIVE PLAYERS,Marinos Tzionis,FALSE,FALSE,FALSE,FALSE
SKC,U22 INITIATIVE PLAYERS,Robert Voloder,FALSE,FALSE,FALSE,FALSE
SKC,UNAVAILABLE PLAYERS,Ozzie Cisneros,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Rasmus Alm,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Njabulo Blom,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Roman Bürki,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Nikolas Dyhr,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Isak Jensen,FALSE,TRUE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Hosei Kijima,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,João Klauss,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Tomas Ostrak,FALSE,FALSE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Selmir Pidro,FALSE,TRUE,FALSE,FALSE
STL,INTERNATIONAL SLOT,Nökkvi Thórisson,FALSE,FALSE,FALSE,FALSE
STL,DESIGNATED PLAYERS,Roman Bürki,FALSE,FALSE,FALSE,FALSE
STL,DESIGNATED PLAYERS,João Klauss,FALSE,FALSE,TRUE,FALSE
STL,DESIGNATED PLAYERS,Eduard Löwen,FALSE,FALSE,FALSE,FALSE
STL,U22 INITIATIVE PLAYERS,Chris Durkin,FALSE,FALSE,FALSE,FALSE
STL,U22 INITIATIVE PLAYERS,Isak Jensen,FALSE,TRUE,FALSE,FALSE
STL,UNAVAILABLE PLAYERS,Isak Jensen,FALSE,FALSE,FALSE,FALSE
STL,UNAVAILABLE PLAYERS,Miguel Perez,FALSE,FALSE,FALSE,FALSE
STL,UNAVAILABLE PLAYERS,Selmir Pidro,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Federico Bernardeschi ,FALSE,FALSE,FALSE,TRUE
TOR,INTERNATIONAL SLOT,Alonso Coello,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Deybi Flores,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Nicksoen Gomis,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Lorenzo Insigne ,FALSE,FALSE,FALSE,TRUE
TOR,INTERNATIONAL SLOT,Kevin Long,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Matty Longstaff,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Cassius Mailula,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Prince Owusu,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Raoul Petretta ,FALSE,FALSE,FALSE,TRUE
TOR,INTERNATIONAL SLOT,Sigurd Rosted,FALSE,FALSE,FALSE,FALSE
TOR,INTERNATIONAL SLOT,Tyrese Spicer,FALSE,FALSE,FALSE,FALSE
TOR,DESIGNATED PLAYERS,Federico Bernardeschi,FALSE,FALSE,TRUE,FALSE
TOR,DESIGNATED PLAYERS,Lorenzo Insigne,FALSE,FALSE,TRUE,FALSE
TOR,DESIGNATED PLAYERS,Richie Laryea,FALSE,FALSE,FALSE,FALSE
TOR,U22 INITIATIVE PLAYERS,Cassius Mailula,FALSE,FALSE,FALSE,FALSE
TOR,UNAVAILABLE PLAYERS,Hugo Mbongue,FALSE,FALSE,FALSE,FALSE
TOR,UNAVAILABLE PLAYERS,Luke Singh,FALSE,FALSE,FALSE,FALSE
