File Name,,SLOTS (8),Validation Link
clb.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=22&page=0
clb.pdf,1,Keegan Hughes,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=23&page=0
clt.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=0&page=0
clt.pdf,1,Liel Abada,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=1&page=0
clt.pdf,2,Scott Arfield,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=2&page=0
clt.pdf,3,Enzo Copetti,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=3&page=0
clt.pdf,4,Brecht Dejaegere,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=4&page=0
clt.pdf,,Djibril Diani,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=5&page=0
clt.pdf,567,Hamady Diop,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=6&page=0
clt.pdf,,Adilson Malanda,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=7&page=0
clt.pdf,8,João Pedro,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=8&page=0
clt.pdf,9,Nikola Petkovic,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=9&page=0
clt.pdf,10,Karol Swiderski*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=10&page=0
clt.pdf,11,luri Tavares,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=11&page=0
clt.pdf,12,Jere Uronen,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=12&page=0
clt.pdf,13,Júnior Urso,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=13&page=0
clt.pdf,14,Ashley Westwood,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=14&page=0
clt.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=15&page=0
clt.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=16&page=0
clt.pdf,1,Liel Abada (Young DP) ^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=17&page=0
clt.pdf,2,Enzo Copetti ^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=18&page=0
clt.pdf,3,Brecht Dejaegere,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=19&page=0
clt.pdf,4,Karol Swiderski* ^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=20&page=0
clt.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=21&page=0
clt.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=22&page=0
clt.pdf,1,Nikola Petkovic,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=23&page=0
clt.pdf,2,Kerwin Vargas,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=24&page=0
clt.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=25&page=0
clt.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=26&page=0
clt.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=27&page=0
clt.pdf,1,Chituru Odunze,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=28&page=0
clt.pdf,2,Karol Swiderski,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=29&page=0
col.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=0&page=0
col.pdf,1,Kévin Cabral,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=1&page=0
col.pdf,2,Remi Cabral*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=2&page=0
col.pdf,3,Daniel Chacón*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=3&page=0
col.pdf,4,Lamine Diack,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=4&page=0
col.pdf,5,Marko Ilić*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=5&page=0
col.pdf,6,Andreas Maxsø,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=6&page=0
col.pdf,7,Rafael Navarro,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=7&page=0
col.pdf,8,Connor Ronan,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=8&page=0
col.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=9&page=0
col.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=10&page=0
col.pdf,1,Kévin Cabral^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=11&page=0
col.pdf,2,Djordje Mihailovic^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=12&page=0
col.pdf,3,Rafael Navarro,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=13&page=0
col.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=14&page=0
col.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=15&page=0
col.pdf,1,Cole Bassett,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=16&page=0
col.pdf,2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=17&page=0
col.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=18&page=0
col.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=19&page=0
col.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=20&page=0
col.pdf,1,Remi Cabral,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=21&page=0
col.pdf,2,Daniel Chacón,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=22&page=0
col.pdf,3,Marko Ilić,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=23&page=0
col.pdf,4,Aboubacar Keita,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=24&page=0
col.pdf,5,Miguel Navarro,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9169db53cc6a538f_8294f9a3a7ae3c59&schid=8006&row=25&page=0
dal.pdf,,INTERNATIONAL SLOTS (8),https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=0&page=0
dal.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=1&page=0
dal.pdf,1,Eugene Ansah,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=2&page=0
dal.pdf,2,Geovane de Jesus,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=3&page=0
dal.pdf,3,Patrickson Delgado,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=4&page=0
dal.pdf,4,Asier Illarramendi,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=5&page=0
dal.pdf,5,José Mulato*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=6&page=0
dal.pdf,6,Petar Musa,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=7&page=0
dal.pdf,7,Carl Sainté,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=8&page=0
dal.pdf,8,Enes Sali,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=9&page=0
dal.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=10&page=0
dal.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=11&page=0
dal.pdf,1,Jesús Ferreira^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=12&page=0
dal.pdf,2,Petar Musa^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=13&page=0
dal.pdf,3,Alan Velasco (Young DP)^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=14&page=0
dal.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=15&page=0
dal.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=16&page=0
dal.pdf,1,Geovane de Jesus,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=17&page=0
dal.pdf,2,José Mulato*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=18&page=0
dal.pdf,3,Enes Sali,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=19&page=0
dal.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=20&page=0
dal.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=21&page=0
dal.pdf,1,Antonio Carrera,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=22&page=0
dal.pdf,2,José Mulato,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=8a6ae57c92c229ba_8294f9a3a7ae3c59&schid=8006&row=23&page=0
dc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=0&page=0
dc.pdf,1,Christian Benteke,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=1&page=0
dc.pdf,2,Cristian Dájome,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=2&page=0
dc.pdf,3,Mohanad Jeahze,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=3&page=0
dc.pdf,4,Mateusz Klich,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=4&page=0
dc.pdf,5,Matti Peltola,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=5&page=0
dc.pdf,6,Gabriel Pirani,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=6&page=0
dc.pdf,7,Martín Rodríguez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=7&page=0
dc.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=8&page=0
dc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=9&page=0
dc.pdf,1,Christian Benteke^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=10&page=0
dc.pdf,2,Mateusz Klich^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=11&page=0
dc.pdf,3,Matti Peltola (Young DP),https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=12&page=0
dc.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=13&page=0
dc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=14&page=0
dc.pdf,1,Gabriel Pirani,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=15&page=0
dc.pdf,2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=16&page=0
dc.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=17&page=0
dc.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=18&page=0
dc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=19&page=0
dc.pdf,1,Jeremy Garay,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=20&page=0
dc.pdf,2,Hayden Sargis,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=9bbc6d037ba95495_8294f9a3a7ae3c59&schid=8006&row=21&page=0
hou.pdf,,INTERNATIONAL SLOTS (8),https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=0&page=0
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=1&page=0
hou.pdf,1,Ibrahim Aliyu,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=2&page=0
hou.pdf,2,Stephen Annor Gyamfi,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=3&page=0
hou.pdf,3,Latif Blessing,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=4&page=0
hou.pdf,4,Sebastian Kowalczyk,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=5&page=0
hou.pdf,5,Micael,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=6&page=0
hou.pdf,6,Nelson Quiñones,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=7&page=0
hou.pdf,7,Erik Sviatchenko,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=8&page=0
hou.pdf,8,Ousmane Sylla,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=9&page=0
hou.pdf,9,Jefferson Valverde*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=10&page=0
hou.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=11&page=0
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=12&page=0
hou.pdf,1,Sebastián Ferreira^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=13&page=0
hou.pdf,2,Héctor Herrera^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=14&page=0
hou.pdf,3,Erik Sviatchenko,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=15&page=0
hou.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=16&page=0
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=17&page=0
