File Name,,SLOTS (8),Validation Link
hou.pdf,1,Ibrahim Aliyu,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=18&page=0
hou.pdf,2,Nelson Quiñones*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=19&page=0
hou.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=20&page=0
hou.pdf,,SEASON-ENDING INJURY LIST,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=21&page=0
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=22&page=0
hou.pdf,1,Nelson Quiñones,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=23&page=0
la.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=0&page=0
la.pdf,1,Julián Aude,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=1&page=0
la.pdf,2,Aaron Bibout*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=2&page=0
la.pdf,3,Gastón Brugman,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=3&page=0
la.pdf,4,Martín Cáceres,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=4&page=0
la.pdf,5,Emiro Garces,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=5&page=0
la.pdf,6,Dejan Joveljic,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=6&page=0
la.pdf,7,Novak Micovic,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=7&page=0
la.pdf,8,Joseph Paintsil,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=8&page=0
la.pdf,9,Gabriel Pec,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=9&page=0
la.pdf,10,Riqui Puig,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=10&page=0
la.pdf,11,Gino Vivi*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=11&page=0
la.pdf,12,Miki Yamane,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=12&page=0
la.pdf,13,Maya Yoshida,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=13&page=0
la.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=14&page=0
la.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=15&page=0
la.pdf,1,Joseph Paintsil^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=16&page=0
la.pdf,2,Gabriel Pec (Young DP)^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=17&page=0
la.pdf,3,Riqui Puig^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=18&page=0
la.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=19&page=0
la.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=20&page=0
la.pdf,1,Julián Aude,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=21&page=0
la.pdf,2,Dejan Joveljic,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=22&page=0
la.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=23&page=0
la.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=24&page=0
la.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=25&page=0
la.pdf,1,Aaron Bibout,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=26&page=0
la.pdf,2,Gino Vivi,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=965cb48f90a9dd96_8294f9a3a7ae3c59&schid=8006&row=27&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=0&page=0
mia.pdf,1,Jordi Alba,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=1&page=0
mia.pdf,2,Tomás Avilés,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=2&page=0
mia.pdf,3,Yannick Bright,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=3&page=0
mia.pdf,4,Sergio Busquets,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=4&page=0
mia.pdf,5,Facundo Farías*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=5&page=0
mia.pdf,,Nicolás Freire,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=6&page=0
mia.pdf,670,Diego Gómez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=7&page=0
mia.pdf,8,Lionel Messi,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=8&page=0
mia.pdf,9,Federico Redondo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=9&page=0
mia.pdf,10,Matías Rojas,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=10&page=0
mia.pdf,11,Luis Suárez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=11&page=0
mia.pdf,12,Marcelo Weigandt,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=12&page=0
mia.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=13&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=14&page=0
mia.pdf,1,Sergio Busquets^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=15&page=0
mia.pdf,2,Leonardo Campana,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=16&page=0
mia.pdf,3,Lionel Messi^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=17&page=0
mia.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=18&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=19&page=0
mia.pdf,1,Tomás Avilés,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=20&page=0
mia.pdf,2,Facundo Farías*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=21&page=0
mia.pdf,3,Diego Gómez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=22&page=0
mia.pdf,4,Federico Redondo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=23&page=0
mia.pdf,5,Emerson Rodríguez*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=24&page=0
mia.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=25&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=26&page=0
mia.pdf,1,Edison Azcona,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=27&page=0
mia.pdf,2,Emerson Rodríguez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=28&page=0
mia.pdf,,SEASON-ENDING INJURY LIST,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=29&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=30&page=0
mia.pdf,1,Facundo Farías,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=31&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=0&page=0
min.pdf,1,Hugo Bacharach,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=1&page=0
min.pdf,2,Alejandro Bran,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=2&page=0
min.pdf,3,Ethan Bristow*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=3&page=0
min.pdf,4,Morris Duggan*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=4&page=0
min.pdf,5,Victor Eriksson,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=5&page=0
min.pdf,6,Sang Bin Jeong,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=6&page=0
min.pdf,7,Mikael Marques*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=7&page=0
min.pdf,8,Teemu Pukki,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=8&page=0
min.pdf,9,Emanuel Reynoso,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=9&page=0
min.pdf,10,Miguel Tapias,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=10&page=0
min.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=11&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=12&page=0
min.pdf,1,Robin Lod,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=13&page=0
min.pdf,2,Teemu Pukki^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=14&page=0
min.pdf,3,Emanuel Reynoso^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=15&page=0
min.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=16&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=17&page=0
min.pdf,1,Bongokuhle Hlongwane,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=18&page=0
min.pdf,2,Sang Bin Jeong,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=19&page=0
min.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=20&page=0
min.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=21&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=22&page=0
min.pdf,1,Ethan Bristow,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=23&page=0
min.pdf,2,Morris Duggan,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=24&page=0
min.pdf,3,Mikael Marques,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=25&page=0
mtl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=0&page=0
mtl.pdf,1,Matías Cóccaro,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=1&page=0
mtl.pdf,2,Gabriele Corbo +,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=2&page=0
mtl.pdf,3,Sunusi Ibrahim +,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=3&page=0
mtl.pdf,4,Lassi Lappalainen +,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=4&page=0
mtl.pdf,5,Chinonso Offor*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=5&page=0
mtl.pdf,6,Kwadwo Opoku,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=6&page=0
mtl.pdf,7,Joaquín Sosa,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=7&page=0
mtl.pdf,8,Róbert Thorkelsson*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=8&page=0
mtl.pdf,9,Victor Wanyama,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=9&page=0
mtl.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=10&page=0
mtl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=11&page=0
mtl.pdf,1,Victor Wanyama,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=12&page=0
mtl.pdf,2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=13&page=0
mtl.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=14&page=0
mtl.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=15&page=0
mtl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=16&page=0
mtl.pdf,1,George Campbell,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=17&page=0
mtl.pdf,2,Sunusi Ibrahim,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=18&page=0
mtl.pdf,3,Joaquín Sosa,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=19&page=0
mtl.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=20&page=0
mtl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=21&page=0
mtl.pdf,1,Chinonso Offor,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=22&page=0
mtl.pdf,2,Róbert Thorkelsson,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=23&page=0
mtl.pdf,3,Matteo Schiavoni,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=24&page=0
mtl.pdf,,NOTES,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=25&page=0
mtl.pdf,,"*Indicates player is currently unavailable,",https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=26&page=0
mtl.pdf,,"receive roster/international spot relief,",https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=27&page=0
mtl.pdf,,Budget relief unless otherwise,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=28&page=0
mtl.pdf,the,loan agreement.,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=7e571661551244c0&docid=f586aa2d33911ce1_8294f9a3a7ae3c59&schid=8006&row=29&page=0
