File Name,NO.,NAME,Validation Link
atl.pdf,2,Edwin Mosquera,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=17&page=0
atl.pdf,3,Santiago Sosa*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=18&page=0
atl.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=19&page=0
atl.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=20&page=0
atl.pdf,1,Erik Centeno,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=21&page=0
atl.pdf,2,Franco Ibarra,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=22&page=0
atl.pdf,3,Aiden McFadden,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=23&page=0
atl.pdf,4,Santiago Sosa,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=24&page=0
atl.pdf,,NOTES,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=25&page=0
atl.pdf,,*Indicates player is currently,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=26&page=0
atl.pdf,,may receive roster/international spot,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=27&page=0
atl.pdf,,Salary Budget relief unless otherwise,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=a1361f1ca8a58bd6_8294f9a3a7ae3c59&schid=8006&row=28&page=0
chi.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=0&page=0
chi.pdf,1,Allan Arigoni,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=1&page=0
chi.pdf,2,Hugo Cuypers,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=2&page=0
chi.pdf,3,Rafael Czichos,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=3&page=0
chi.pdf,4,Maren Haile-Selassie,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=4&page=0
chi.pdf,5,Georgios Koutsias,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=5&page=0
chi.pdf,6,Tobias Salquist,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=6&page=0
chi.pdf,7,Xherdan Shaqiri,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=7&page=0
chi.pdf,8,Laurence Wootton*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=8&page=0
chi.pdf,9,Federico Navarro,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=9&page=0
chi.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=10&page=0
chi.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=11&page=0
chi.pdf,1,Hugo Cuypers^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=12&page=0
chi.pdf,2,Gastón Giménez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=13&page=0
chi.pdf,3,Xherdan Shaqiri^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=14&page=0
chi.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=15&page=0
chi.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=16&page=0
chi.pdf,1,Brian Gutiérrez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=17&page=0
chi.pdf,2,Georgios Koutsias,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=18&page=0
chi.pdf,3,Federico Navarro,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=19&page=0
chi.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=20&page=0
chi.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=21&page=0
chi.pdf,1,Victor Bezerra,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=22&page=0
chi.pdf,2,Justin Reynolds,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=23&page=0
chi.pdf,3,Missael Rodríguez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=24&page=0
chi.pdf,4,Laurence Wootton,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=25&page=0
chi.pdf,,NOTES,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=26&page=0
chi.pdf,•,*Indicates player is currently,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=27&page=0
chi.pdf,may,receive roster/international spot,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=28&page=0
chi.pdf,,Salary Budget relief unless otherwise,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=29&page=0
chi.pdf,,pursuant to the loan agreement.,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=30&page=0
chi.pdf,•,^Player can not be converted from,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=31&page=0
chi.pdf,,Player to a non-Designated Player by,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=32&page=0
chi.pdf,,Allocation Money.,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=33&page=0
chi.pdf,•,Off-roster Homegrown players can,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=50691bf968290a43_8294f9a3a7ae3c59&schid=8006&row=34&page=0
cin.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=0&page=0
cin.pdf,1,Marco Angulo*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=1&page=0
cin.pdf,2,Aaron Boupendza,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=2&page=0
cin.pdf,3,Pavel Bucha,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=3&page=0
cin.pdf,4,Kevin Kelsy,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=4&page=0
cin.pdf,5,Obinna Nwobodo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=5&page=0
cin.pdf,6,Luca Orellano,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=6&page=0
cin.pdf,7,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=7&page=0
cin.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=8&page=0
cin.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=9&page=0
cin.pdf,1,Luciano Acosta^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=10&page=0
cin.pdf,2,Aaron Boupendza^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=11&page=0
cin.pdf,3,Obinna Nwobodo^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=12&page=0
cin.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=13&page=0
cin.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=14&page=0
cin.pdf,1,Marco Angulo*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=15&page=0
cin.pdf,2,Kevin Kelsy,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=16&page=0
cin.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=17&page=0
cin.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=18&page=0
cin.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=19&page=0
cin.pdf,1,Joey Akpunonu,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=20&page=0
cin.pdf,2,Marco Angulo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=21&page=0
cin.pdf,3,Álvaro Barreal,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=22&page=0
cin.pdf,4,Quimi Ordoñez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=23&page=0
cin.pdf,5,Paul Walters,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=24&page=0
cin.pdf,,NOTES,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=25&page=0
cin.pdf,,*Indicates player is currently,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=26&page=0
cin.pdf,,may receive roster/international spot,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=c175f6da501eb78_8294f9a3a7ae3c59&schid=8006&row=27&page=0
clb.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=0&page=0
clb.pdf,1,Rudy Camacho,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=1&page=0
clb.pdf,2,Yevhen Cheberko,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=2&page=0
clb.pdf,3,Mohamed Farsi,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=3&page=0
clb.pdf,45,Cucho Hernández,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=4&page=0
clb.pdf,,Marino Hinestroza,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=5&page=0
clb.pdf,6,Alexandru Matan,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=6&page=0
clb.pdf,7,Steven Moreira,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=7&page=0
clb.pdf,8,Yaw Yeboah,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=8&page=0
clb.pdf,9,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=9&page=0
clb.pdf,10,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=10&page=0
clb.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=11&page=0
clb.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=12&page=0
clb.pdf,1,Cucho Hernández^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=13&page=0
clb.pdf,2,Darlington Nagbe,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=14&page=0
clb.pdf,3,Diego Rossi^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=15&page=0
clb.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=16&page=0
clb.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=17&page=0
clb.pdf,1,Marino Hinestroza,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=18&page=0
clb.pdf,2,Alexandru Matan,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=19&page=0
clb.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=20&page=0
clb.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=21&page=0
clb.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=22&page=0
clb.pdf,1,Keegan Hughes,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=516038344aba8b76_8294f9a3a7ae3c59&schid=8006&row=23&page=0
clt.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=0&page=0
clt.pdf,1,Liel Abada,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=1&page=0
clt.pdf,2,Scott Arfield,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=2&page=0
clt.pdf,3,Enzo Copetti,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=3&page=0
clt.pdf,4,Brecht Dejaegere,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=4&page=0
clt.pdf,,Djibril Diani,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=5f673b877383aecc&docid=7be3e54b77fb283d_8294f9a3a7ae3c59&schid=8006&row=5&page=0
